Symbol,Date,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
NABIL,2024-04-16,435.0,435.0,431.0,433.0,432.44,33034.0,435.0,14285085.7,416,-2.0,4.0,-0.46,0.93,0.13,497.29,530.88,653.0,422.0
NABIL,2024-04-17,435.0,435.0,431.0,433.0,432.44,33034.0,435.0,14285085.7,416,-2.0,4.0,-0.46,0.93,0.13,497.29,530.88,653.0,422.0
NABIL,2024-04-18,433.0,434.0,429.0,429.9,430.4,39409.0,433.0,16961501.7,526,-3.1,5.0,-0.72,1.17,-0.12,496.01,530.01,653.0,422.0
NABIL,2024-04-19,433.0,434.0,429.0,429.9,430.4,39409.0,433.0,16961501.7,526,-3.1,5.0,-0.72,1.17,-0.12,496.01,530.01,653.0,422.0
NABIL,2024-04-20,433.0,434.0,429.0,429.9,430.4,39409.0,433.0,16961501.7,526,-3.1,5.0,-0.72,1.17,-0.12,496.01,530.01,653.0,422.0
NABIL,2024-04-21,437.0,437.0,422.0,428.0,426.11,68601.0,429.9,29231237.3,765,-1.9,15.0,-0.44,3.55,0.44,494.71,529.15,653.0,422.0
NABIL,2024-04-22,428.0,435.0,428.0,429.0,430.53,30359.0,428.0,13070595.6,412,1.0,7.0,0.23,1.64,-0.36,493.43,528.3,653.0,422.0
NABIL,2024-04-23,428.0,435.0,428.0,429.0,430.53,30359.0,428.0,13070595.6,412,1.0,7.0,0.23,1.64,-0.36,493.43,528.3,653.0,422.0
NABIL,2024-04-24,430.0,435.0,428.5,429.0,429.92,35268.0,429.0,15162356.1,413,0.0,6.5,0.0,1.52,-0.21,492.22,527.45,653.0,422.0
NABIL,2024-04-25,429.0,433.0,427.0,427.3,428.59,52043.0,429.0,22305164.7,404,-1.7,6.0,-0.4,1.41,-0.3,491.01,526.58,653.0,422.0
NABIL,2024-04-26,429.0,433.0,427.0,427.3,428.59,52043.0,429.0,22305164.7,404,-1.7,6.0,-0.4,1.41,-0.3,491.01,526.58,653.0,422.0
NABIL,2024-04-27,429.0,433.0,427.0,427.3,428.59,52043.0,429.0,22305164.7,404,-1.7,6.0,-0.4,1.41,-0.3,491.01,526.58,653.0,422.0
NABIL,2024-04-28,435.8,435.8,427.0,427.0,428.13,43925.0,427.3,18805484.3,439,-0.3,8.8,-0.07,2.06,-0.26,489.83,525.71,653.0,422.0
NABIL,2024-04-29,435.5,435.5,424.5,429.0,427.25,51708.0,427.0,22092433.0,416,2.0,11.0,0.47,2.59,0.41,488.68,524.84,653.0,422.0
NABIL,2024-04-30,437.5,437.5,426.0,431.5,429.58,44100.0,429.0,18944607.2,422,2.5,11.5,0.58,2.7,0.44,487.55,523.96,653.0,422.0
NABIL,2024-05-01,437.5,437.5,426.0,431.5,429.58,44100.0,429.0,18944607.2,422,2.5,11.5,0.58,2.7,0.44,487.55,523.96,653.0,422.0
NABIL,2024-05-02,440.1,440.1,427.5,429.5,429.38,47931.0,431.5,20580422.3,533,-2.0,12.6,-0.46,2.95,0.03,486.4,523.02,653.0,422.0
NABIL,2024-05-03,440.1,440.1,427.5,429.5,429.38,47931.0,431.5,20580422.3,533,-2.0,12.6,-0.46,2.95,0.03,486.4,523.02,653.0,422.0
NABIL,2024-05-04,440.1,440.1,427.5,429.5,429.38,47931.0,431.5,20580422.3,533,-2.0,12.6,-0.46,2.95,0.03,486.4,523.02,653.0,422.0
NABIL,2024-05-05,430.0,432.0,425.0,426.0,426.97,41759.0,429.5,17829873.3,457,-3.5,7.0,-0.81,1.65,-0.23,485.18,521.99,653.0,422.0
NABIL,2024-05-06,427.0,427.0,423.0,424.0,423.99,26747.0,426.0,11340493.6,424,-2.0,4.0,-0.47,0.95,0.0,483.8,520.94,653.0,422.0
NABIL,2024-05-07,422.3,430.7,421.9,422.0,423.26,38545.0,424.0,16314507.3,493,-2.0,8.8,-0.47,2.09,-0.3,482.4,519.86,653.0,421.9
NABIL,2024-05-08,427.0,427.0,422.0,424.5,422.83,18323.0,422.0,7747542.8,266,2.5,5.0,0.59,1.18,0.39,481.1,518.75,653.0,421.9
NABIL,2024-05-09,428.0,428.0,419.0,422.7,421.17,40811.0,424.5,17188349.2,524,-1.8,9.0,-0.42,2.15,0.36,479.79,517.49,653.0,419.0
NABIL,2024-05-10,428.0,428.0,419.0,422.7,421.17,40811.0,424.5,17188349.2,524,-1.8,9.0,-0.42,2.15,0.36,479.79,517.49,653.0,419.0
NABIL,2024-05-11,428.0,428.0,419.0,422.7,421.17,40811.0,424.5,17188349.2,524,-1.8,9.0,-0.42,2.15,0.36,479.79,517.49,653.0,419.0
NABIL,2024-05-12,421.1,425.0,420.0,422.0,422.39,44038.0,422.7,18601027.3,504,-0.7,5.0,-0.17,1.19,-0.09,478.49,516.29,653.0,419.0
NABIL,2024-05-13,426.0,431.5,422.4,430.8,428.32,68228.0,422.0,29223743.1,531,8.8,9.1,2.09,2.15,0.57,477.26,515.22,653.0,419.0
NABIL,2024-05-14,435.5,435.5,430.0,433.5,432.3,35940.0,430.8,15536713.1,413,2.7,5.5,0.63,1.28,0.28,476.1,514.16,653.0,419.0
NABIL,2024-05-15,440.0,441.0,434.0,434.0,436.67,36943.0,433.5,16131722.1,418,0.5,7.0,0.12,1.61,-0.61,475.0,513.14,653.0,419.0
NABIL,2024-05-16,442.6,442.6,428.0,431.0,431.41,40117.0,434.0,17306919.7,398,-3.0,14.6,-0.69,3.41,-0.1,473.86,512.11,653.0,419.0
NABIL,2024-05-17,442.6,442.6,428.0,431.0,431.41,40117.0,434.0,17306919.7,398,-3.0,14.6,-0.69,3.41,-0.1,473.86,512.11,653.0,419.0
NABIL,2024-05-18,442.6,442.6,428.0,431.0,431.41,40117.0,434.0,17306919.7,398,-3.0,14.6,-0.69,3.41,-0.1,473.86,512.11,653.0,419.0
NABIL,2024-05-19,439.6,439.6,432.2,437.0,436.26,47893.0,431.0,20893781.6,526,6.0,7.4,1.39,1.71,0.17,472.75,511.12,653.0,419.0
NABIL,2024-05-20,443.0,463.4,441.0,458.0,454.66,97887.0,437.0,44504840.1,1047,21.0,22.4,4.81,5.08,0.73,471.81,510.27,653.0,419.0
NABIL,2024-05-21,460.0,481.0,457.0,480.9,472.45,144313.0,458.0,68180180.6,1176,22.9,24.0,5.0,5.25,1.76,471.07,509.54,653.0,419.0
NABIL,2024-05-22,480.9,515.0,480.9,514.0,505.03,307056.0,480.9,155072385.7,2374,33.1,34.1,6.88,7.09,1.75,470.65,508.99,653.0,419.0
NABIL,2024-05-23,480.9,515.0,480.9,514.0,505.03,307056.0,480.9,155072385.7,2374,33.1,34.1,6.88,7.09,1.75,470.65,508.99,653.0,419.0
NABIL,2024-05-24,480.9,515.0,480.9,514.0,505.03,307056.0,480.9,155072385.7,2374,33.1,34.1,6.88,7.09,1.75,470.65,508.99,653.0,419.0
NABIL,2024-05-25,480.9,515.0,480.9,514.0,505.03,307056.0,480.9,155072385.7,2374,33.1,34.1,6.88,7.09,1.75,470.65,508.99,653.0,419.0
NABIL,2024-05-26,515.0,532.0,507.0,517.0,519.83,257882.0,514.0,134055334.8,2067,3.0,25.0,0.58,4.93,-0.55,470.28,508.46,653.0,419.0
NABIL,2024-05-27,523.9,523.9,500.2,507.9,508.05,101039.0,517.0,51333314.9,1080,-9.1,23.7,-1.76,4.74,-0.03,469.84,507.89,653.0,419.0
NABIL,2024-05-28,523.9,523.9,500.2,507.9,508.05,101039.0,517.0,51333314.9,1080,-9.1,23.7,-1.76,4.74,-0.03,469.84,507.89,653.0,419.0
NABIL,2024-05-29,505.0,522.0,488.5,489.0,498.29,124575.0,507.9,62074720.9,1168,-18.9,33.5,-3.72,6.86,-1.9,469.62,507.28,653.0,419.0
NABIL,2024-05-30,485.0,492.0,469.8,478.3,480.29,104947.0,489.0,50405336.0,983,-10.7,22.2,-2.19,4.73,-0.42,469.16,506.58,653.0,419.0
NABIL,2024-05-31,485.0,492.0,469.8,478.3,480.29,104947.0,489.0,50405336.0,983,-10.7,22.2,-2.19,4.73,-0.42,469.16,506.58,653.0,419.0
NABIL,2024-06-01,485.0,492.0,469.8,478.3,480.29,104947.0,489.0,50405336.0,983,-10.7,22.2,-2.19,4.73,-0.42,469.16,506.58,653.0,419.0
NABIL,2024-06-02,476.0,490.5,476.0,490.0,481.73,77895.0,478.3,37524452.2,630,11.7,14.5,2.45,3.05,1.69,468.86,505.94,653.0,419.0
NABIL,2024-06-03,496.9,497.0,484.0,484.9,487.11,46126.0,490.0,22468242.4,450,-5.1,13.0,-1.04,2.69,-0.45,468.59,505.28,653.0,419.0
NABIL,2024-06-04,493.0,493.0,480.3,483.0,481.81,37907.0,484.9,18264152.8,359,-1.9,12.7,-0.39,2.64,0.25,468.35,504.61,653.0,419.0
NABIL,2024-06-05,483.0,487.6,479.0,480.0,481.0,43444.0,483.0,20896744.9,391,-3.0,8.6,-0.62,1.8,-0.21,468.11,503.95,653.0,419.0
NABIL,2024-06-06,480.1,485.0,477.0,477.0,479.42,40452.0,480.0,19393372.4,375,-3.0,8.0,-0.63,1.68,-0.51,467.87,503.31,653.0,419.0
NABIL,2024-06-07,480.1,485.0,477.0,477.0,479.42,40452.0,480.0,19393372.4,375,-3.0,8.0,-0.63,1.68,-0.51,467.87,503.31,653.0,419.0
NABIL,2024-06-08,480.1,485.0,477.0,477.0,479.42,40452.0,480.0,19393372.4,375,-3.0,8.0,-0.63,1.68,-0.51,467.87,503.31,653.0,419.0
NABIL,2024-06-09,486.5,486.5,474.0,474.0,476.11,42853.0,477.0,20402877.7,432,-3.0,12.5,-0.63,2.64,-0.45,467.64,502.65,653.0,419.0
NABIL,2024-06-10,483.4,483.4,462.6,468.0,468.48,57462.0,474.0,26919557.7,521,-6.0,20.8,-1.27,4.5,-0.1,467.35,501.96,653.0,419.0
NABIL,2024-06-11,477.3,478.1,466.1,478.0,472.13,50026.0,468.0,23618602.8,470,10.0,12.0,2.14,2.57,1.23,467.13,501.33,653.0,419.0
NABIL,2024-06-12,480.0,490.0,480.0,483.0,485.22,45437.0,478.0,22046828.6,463,5.0,10.0,1.05,2.08,-0.46,466.92,500.71,653.0,419.0
NABIL,2024-06-13,490.0,490.0,479.0,479.1,481.4,63580.0,483.0,30607694.5,427,-3.9,11.0,-0.81,2.3,-0.48,466.51,500.05,653.0,419.0
NABIL,2024-06-14,490.0,490.0,479.0,479.1,481.4,63580.0,483.0,30607694.5,427,-3.9,11.0,-0.81,2.3,-0.48,466.51,500.05,653.0,419.0
NABIL,2024-06-15,490.0,490.0,479.0,479.1,481.4,63580.0,483.0,30607694.5,427,-3.9,11.0,-0.81,2.3,-0.48,466.51,500.05,653.0,419.0
NABIL,2024-06-16,488.6,488.6,473.2,475.0,475.69,48170.0,479.1,22914153.8,445,-4.1,15.4,-0.86,3.25,-0.15,466.12,499.4,653.0,419.0
NABIL,2024-06-17,488.6,488.6,473.2,475.0,475.69,48170.0,479.1,22914153.8,445,-4.1,15.4,-0.86,3.25,-0.15,466.12,499.4,653.0,419.0
NABIL,2024-06-18,483.0,483.0,468.7,469.0,470.52,43382.0,475.0,20412289.3,479,-6.0,14.3,-1.26,3.05,-0.33,465.68,498.72,653.0,419.0
NABIL,2024-06-19,469.0,475.0,469.0,472.0,471.42,29603.0,469.0,13955577.2,322,3.0,6.0,0.64,1.28,0.12,465.28,498.07,653.0,419.0
NABIL,2024-06-20,481.4,481.4,469.6,470.1,470.4,51724.0,472.0,24331204.9,377,-1.9,11.8,-0.4,2.51,-0.06,464.84,497.4,653.0,419.0
NABIL,2024-06-21,481.4,481.4,469.6,470.1,470.4,51724.0,472.0,24331204.9,377,-1.9,11.8,-0.4,2.51,-0.06,464.84,497.4,653.0,419.0
NABIL,2024-06-22,481.4,481.4,469.6,470.1,470.4,51724.0,472.0,24331204.9,377,-1.9,11.8,-0.4,2.51,-0.06,464.84,497.4,653.0,419.0
NABIL,2024-06-23,469.0,469.0,465.0,466.0,466.44,53680.0,470.1,25038296.6,436,-4.1,4.0,-0.87,0.86,-0.09,464.44,496.73,653.0,419.0
NABIL,2024-06-24,464.0,467.0,461.1,461.1,464.74,45036.0,466.0,20929810.4,403,-4.9,5.9,-1.05,1.28,-0.79,464.01,496.04,653.0,419.0
NABIL,2024-06-25,462.0,465.0,455.3,458.2,458.69,56926.0,461.1,26111288.7,493,-2.9,9.7,-0.63,2.13,-0.11,463.51,495.35,653.0,419.0
NABIL,2024-06-26,458.8,460.0,455.1,456.0,457.1,57007.0,458.2,26058156.4,364,-2.2,4.9,-0.48,1.08,-0.24,462.98,494.65,653.0,419.0
NABIL,2024-06-27,456.0,457.0,454.6,456.0,455.72,29699.0,456.0,13534403.0,300,0.0,2.4,0.0,0.53,0.06,462.42,493.97,653.0,419.0
NABIL,2024-06-28,456.0,457.0,454.6,456.0,455.72,29699.0,456.0,13534403.0,300,0.0,2.4,0.0,0.53,0.06,462.42,493.97,653.0,419.0
NABIL,2024-06-29,456.0,457.0,454.6,456.0,455.72,29699.0,456.0,13534403.0,300,0.0,2.4,0.0,0.53,0.06,462.42,493.97,653.0,419.0
NABIL,2024-06-30,456.9,461.0,450.8,452.0,454.93,55043.0,456.0,25040847.5,419,-4.0,10.2,-0.88,2.26,-0.65,461.9,493.26,653.0,419.0
NABIL,2024-07-01,457.0,458.8,450.0,458.8,453.47,31786.0,452.0,14413918.9,357,6.8,8.8,1.5,1.96,1.16,461.49,492.54,653.0,419.0
NABIL,2024-07-02,467.9,499.3,466.0,477.1,478.07,93437.0,458.8,44669247.6,740,18.3,33.3,3.99,7.15,-0.2,461.25,491.95,653.0,419.0
NABIL,2024-07-03,477.0,484.0,469.0,484.0,477.65,48855.0,477.1,23335629.9,463,6.9,15.0,1.45,3.2,1.31,461.06,491.37,653.0,419.0
NABIL,2024-07-04,485.0,490.0,480.0,487.0,485.07,58487.0,484.0,28370114.6,525,3.0,10.0,0.62,2.08,0.4,460.96,490.78,653.0,419.0
NABIL,2024-07-05,485.0,490.0,480.0,487.0,485.07,58487.0,484.0,28370114.6,525,3.0,10.0,0.62,2.08,0.4,460.96,490.78,653.0,419.0
NABIL,2024-07-06,485.0,490.0,480.0,487.0,485.07,58487.0,484.0,28370114.6,525,3.0,10.0,0.62,2.08,0.4,460.96,490.78,653.0,419.0
NABIL,2024-07-07,487.0,490.0,482.0,487.0,487.27,59675.0,487.0,29077830.7,508,0.0,8.0,0.0,1.66,-0.06,460.88,490.2,653.0,419.0
NABIL,2024-07-08,487.0,490.0,482.0,490.0,487.87,79001.0,487.0,38542488.7,550,3.0,8.0,0.62,1.66,0.43,460.84,489.65,653.0,419.0
NABIL,2024-07-09,490.0,491.9,482.1,490.2,487.02,48124.0,490.0,23437166.6,410,0.2,9.8,0.04,2.03,0.65,460.84,489.08,653.0,419.0
NABIL,2024-07-10,500.0,500.0,490.0,497.1,495.6,82435.0,490.2,40854930.3,619,6.9,10.0,1.41,2.04,0.3,460.91,488.55,653.0,419.0
NABIL,2024-07-11,507.0,507.0,498.6,507.0,501.8,115571.0,497.1,57994102.0,986,9.9,8.4,1.99,1.68,1.02,461.05,488.06,653.0,419.0
NABIL,2024-07-12,507.0,507.0,498.6,507.0,501.8,115571.0,497.1,57994102.0,986,9.9,8.4,1.99,1.68,1.02,461.05,488.06,653.0,419.0
NABIL,2024-07-13,507.0,507.0,498.6,507.0,501.8,115571.0,497.1,57994102.0,986,9.9,8.4,1.99,1.68,1.02,461.05,488.06,653.0,419.0
NABIL,2024-07-14,517.1,547.0,517.0,529.0,525.44,138178.0,507.0,72604290.4,1398,22.0,30.0,4.34,5.8,0.67,461.36,487.7,653.0,419.0
NABIL,2024-07-15,539.5,545.0,521.0,524.0,530.51,157693.0,529.0,83658136.5,1443,-5.0,24.0,-0.95,4.61,-1.24,461.62,487.33,653.0,419.0
NABIL,2024-07-16,534.4,534.4,514.5,532.9,525.71,116735.0,524.0,61368198.3,945,8.9,19.9,1.7,3.87,1.35,461.94,487.04,653.0,419.0
NABIL,2024-07-17,539.0,543.0,531.0,538.0,538.09,138575.0,532.9,74566356.1,1199,5.1,12.0,0.96,2.26,-0.02,462.25,486.79,653.0,419.0
NABIL,2024-07-18,538.0,589.0,538.0,567.0,561.04,242256.0,538.0,135914813.2,2190,29.0,51.0,5.39,9.48,1.05,462.77,486.69,653.0,419.0
NABIL,2024-07-19,538.0,589.0,538.0,567.0,561.04,242256.0,538.0,135914813.2,2190,29.0,51.0,5.39,9.48,1.05,462.77,486.69,653.0,419.0
NABIL,2024-07-20,538.0,589.0,538.0,567.0,561.04,242256.0,538.0,135914813.2,2190,29.0,51.0,5.39,9.48,1.05,462.77,486.69,653.0,419.0
NABIL,2024-07-21,578.0,584.0,568.0,577.0,578.23,248449.0,567.0,143659433.7,2122,10.0,16.0,1.76,2.82,-0.21,463.43,486.66,653.0,419.0
NABIL,2024-07-22,580.0,587.0,563.0,574.0,575.35,183975.0,577.0,105850242.3,1909,-3.0,24.0,-0.52,4.26,-0.24,464.11,486.61,653.0,419.0
NABIL,2024-07-23,574.0,580.0,563.0,579.0,574.75,185075.0,574.0,106372294.2,1472,5.0,17.0,0.87,3.02,0.73,464.86,486.64,653.0,419.0
NABIL,2024-07-24,576.0,590.0,570.0,579.0,580.51,162758.0,579.0,94481900.7,1506,0.0,20.0,0.0,3.51,-0.26,465.64,486.68,653.0,419.0
NABIL,2024-07-25,579.0,579.0,570.0,575.9,575.32,129069.0,579.0,74255917.3,1202,-3.1,9.0,-0.54,1.58,0.1,466.4,486.71,640.0,419.0
NABIL,2024-07-26,579.0,579.0,570.0,575.9,575.32,129069.0,579.0,74255917.3,1202,-3.1,9.0,-0.54,1.58,0.1,466.4,486.71,640.0,419.0
NABIL,2024-07-27,579.0,579.0,570.0,575.9,575.32,129069.0,579.0,74255917.3,1202,-3.1,9.0,-0.54,1.58,0.1,466.4,486.71,640.0,419.0
NABIL,2024-07-28,587.4,633.4,587.4,633.4,632.7,348250.0,575.9,220337618.9,2701,57.5,46.0,9.98,7.83,0.11,467.61,487.08,637.7,419.0
NABIL,2024-07-29,646.0,690.0,643.0,649.0,659.23,451587.0,633.4,297700784.8,3789,15.6,47.0,2.46,7.31,-1.58,468.93,487.54,690.0,419.0
NABIL,2024-07-30,658.9,658.9,620.0,644.0,634.3,331425.0,649.0,210223916.0,2889,-5.0,38.9,-0.77,6.27,1.51,470.23,487.96,690.0,419.0
NABIL,2024-07-31,656.8,656.8,640.0,649.3,649.61,288592.0,644.0,187472565.1,1964,5.3,16.8,0.82,2.63,-0.05,471.58,488.39,690.0,419.0
NABIL,2024-08-01,649.3,660.0,638.0,645.0,647.26,197788.0,649.3,128019909.1,1631,-4.3,22.0,-0.66,3.45,-0.35,472.92,488.7,690.0,419.0
NABIL,2024-08-02,649.3,660.0,638.0,645.0,647.26,197788.0,649.3,128019909.1,1631,-4.3,22.0,-0.66,3.45,-0.35,472.92,488.7,690.0,419.0
NABIL,2024-08-03,649.3,660.0,638.0,645.0,647.26,197788.0,649.3,128019909.1,1631,-4.3,22.0,-0.66,3.45,-0.35,472.92,488.7,690.0,419.0
NABIL,2024-08-04,649.3,660.0,638.0,645.0,647.26,197788.0,649.3,128019909.1,1631,-4.3,22.0,-0.66,3.45,-0.35,472.92,488.7,690.0,419.0
NABIL,2024-08-05,657.9,700.0,657.0,660.0,664.2,314107.0,645.0,208629892.9,2613,15.0,43.0,2.33,6.54,-0.64,474.42,489.09,700.0,419.0
NABIL,2024-08-07,613.0,640.0,608.0,631.5,628.13,251049.0,625.0,157692586.0,2071,6.5,32.0,1.04,5.26,0.53,476.95,489.62,700.0,419.0
NABIL,2024-08-08,644.1,644.1,628.0,630.0,632.26,154915.0,631.5,97946514.6,1325,-1.5,16.1,-0.24,2.56,-0.36,478.24,489.91,700.0,419.0
NABIL,2024-08-09,644.1,644.1,628.0,630.0,632.26,154915.0,631.5,97946514.6,1325,-1.5,16.1,-0.24,2.56,-0.36,478.24,489.91,700.0,419.0
NABIL,2024-08-10,644.1,644.1,628.0,630.0,632.26,154915.0,631.5,97946514.6,1325,-1.5,16.1,-0.24,2.56,-0.36,478.24,489.91,700.0,419.0
NABIL,2024-08-11,640.0,643.0,635.0,639.1,638.66,196534.0,630.0,125518630.4,1680,9.1,8.0,1.44,1.26,0.07,479.61,490.25,700.0,419.0
NABIL,2024-08-12,645.0,657.9,640.0,646.9,649.01,228497.0,639.1,148296873.4,1825,7.8,17.9,1.22,2.8,-0.33,481.03,490.66,700.0,419.0
NABIL,2024-08-13,648.0,658.9,643.0,647.9,648.47,208455.0,646.9,135177164.7,1598,1.0,15.9,0.15,2.47,-0.09,482.47,491.12,700.0,419.0
NABIL,2024-08-14,650.0,650.0,640.0,645.0,643.83,160074.0,647.9,103059752.05,1357,-2.9,10.0,-0.45,1.56,0.18,483.87,491.54,700.0,419.0
NABIL,2024-08-15,657.9,673.0,647.0,660.0,661.82,460088.0,645.0,304494325.9,2786,15.0,26.0,2.33,4.02,-0.28,485.44,492.04,700.0,419.0
NABIL,2024-08-16,657.9,673.0,647.0,660.0,661.82,460088.0,645.0,304494325.9,2786,15.0,26.0,2.33,4.02,-0.28,485.44,492.04,700.0,419.0
NABIL,2024-08-17,657.9,673.0,647.0,660.0,661.82,460088.0,645.0,304494325.9,2786,15.0,26.0,2.33,4.02,-0.28,485.44,492.04,700.0,419.0
NABIL,2024-08-18,670.0,682.0,656.0,662.0,668.29,385734.0,660.0,257782857.6,2530,2.0,26.0,0.3,3.96,-0.95,487.08,492.55,700.0,419.0
NABIL,2024-08-19,670.0,682.0,656.0,662.0,668.29,385734.0,660.0,257782857.6,2530,2.0,26.0,0.3,3.96,-0.95,487.08,492.55,700.0,419.0
NABIL,2024-08-20,670.0,682.0,656.0,662.0,668.29,385734.0,660.0,257782857.6,2530,2.0,26.0,0.3,3.96,-0.95,487.08,492.55,700.0,419.0
NABIL,2024-08-21,675.0,675.0,651.0,658.3,659.23,251551.0,662.0,165831119.0,1864,-3.7,24.0,-0.56,3.69,-0.14,488.71,493.04,700.0,419.0
NABIL,2024-08-22,658.3,668.0,652.0,654.0,657.1,210335.0,658.3,138210719.0,1729,-4.3,16.0,-0.65,2.45,-0.47,490.35,493.54,700.0,419.0
NABIL,2024-08-23,658.3,668.0,652.0,654.0,657.1,210335.0,658.3,138210719.0,1729,-4.3,16.0,-0.65,2.45,-0.47,490.35,493.54,700.0,419.0
NABIL,2024-08-24,658.3,668.0,652.0,654.0,657.1,210335.0,658.3,138210719.0,1729,-4.3,16.0,-0.65,2.45,-0.47,490.35,493.54,700.0,419.0
NABIL,2024-08-25,654.0,654.0,636.0,636.9,642.01,206816.0,654.0,132777526.9,1815,-17.1,18.0,-2.61,2.83,-0.8,491.91,493.96,700.0,419.0
NABIL,2024-08-26,654.0,654.0,636.0,636.9,642.01,206816.0,654.0,132777526.9,1815,-17.1,18.0,-2.61,2.83,-0.8,491.91,493.96,700.0,419.0
NABIL,2024-08-27,625.0,640.0,605.0,605.6,616.32,307846.0,636.9,189731911.0,2874,-31.3,35.0,-4.91,5.79,-1.77,493.22,494.21,700.0,419.0
NABIL,2024-08-28,617.7,630.0,609.7,616.0,619.13,256298.0,605.6,158681461.1,1759,10.4,20.3,1.72,3.33,-0.51,494.64,494.77,700.0,419.0
NABIL,2024-08-29,625.0,625.0,600.0,605.0,605.56,155077.0,616.0,93909055.4,1522,-11.0,25.0,-1.79,4.17,-0.09,496.05,495.16,700.0,419.0
NABIL,2024-08-30,625.0,625.0,600.0,605.0,605.56,155077.0,616.0,93909055.4,1522,-11.0,25.0,-1.79,4.17,-0.09,496.05,495.16,700.0,419.0
NABIL,2024-08-31,625.0,625.0,600.0,605.0,605.56,155077.0,616.0,93909055.4,1522,-11.0,25.0,-1.79,4.17,-0.09,496.05,495.16,700.0,419.0
NABIL,2024-09-01,614.0,614.0,589.0,595.0,596.92,150454.0,605.0,89809421.5,1606,-10.0,25.0,-1.65,4.24,-0.32,497.39,495.55,700.0,419.0
NABIL,2024-09-02,600.0,612.0,585.0,611.7,601.11,174550.0,595.0,104924105.6,1511,16.7,27.0,2.81,4.62,1.73,498.84,496.07,700.0,419.0
NABIL,2024-09-04,622.2,622.2,595.0,595.0,600.67,139235.0,610.0,83634651.9,1173,-15.0,27.2,-2.46,4.57,-0.95,501.68,497.1,700.0,419.0
NABIL,2024-09-05,596.0,598.0,585.0,592.0,590.31,92820.0,595.0,54792436.2,969,-3.0,13.0,-0.5,2.22,0.29,503.08,497.57,700.0,419.0
NABIL,2024-09-06,596.0,598.0,585.0,592.0,590.31,92820.0,595.0,54792436.2,969,-3.0,13.0,-0.5,2.22,0.29,503.08,497.57,700.0,419.0
NABIL,2024-09-07,596.0,598.0,585.0,592.0,590.31,92820.0,595.0,54792436.2,969,-3.0,13.0,-0.5,2.22,0.29,503.08,497.57,700.0,419.0
NABIL,2024-09-08,603.8,603.8,585.0,586.0,591.69,99880.0,592.0,59097867.6,954,-6.0,18.8,-1.01,3.21,-0.97,504.14,498.04,700.0,419.0
NABIL,2024-09-09,588.0,592.0,572.0,573.0,577.93,93805.0,586.0,54213108.5,1031,-13.0,20.0,-2.22,3.5,-0.86,505.2,498.44,700.0,419.0
NABIL,2024-09-10,583.0,583.0,567.5,569.8,572.96,97919.0,573.0,56103877.3,945,-3.2,15.5,-0.56,2.73,-0.55,506.26,498.8,700.0,419.0
NABIL,2024-09-11,577.0,577.5,560.0,561.5,563.23,78865.0,569.8,44418906.7,872,-8.3,17.5,-1.46,3.13,-0.31,507.23,499.09,700.0,419.0
NABIL,2024-09-12,572.7,572.7,554.0,569.0,563.2,91654.0,561.5,51619177.4,902,7.5,18.7,1.34,3.38,1.02,508.22,499.32,700.0,419.0
NABIL,2024-09-13,572.7,572.7,554.0,569.0,563.2,91654.0,561.5,51619177.4,902,7.5,18.7,1.34,3.38,1.02,508.22,499.32,700.0,419.0
NABIL,2024-09-14,572.7,572.7,554.0,569.0,563.2,91654.0,561.5,51619177.4,902,7.5,18.7,1.34,3.38,1.02,508.22,499.32,700.0,419.0
NABIL,2024-09-15,574.0,590.0,570.0,571.0,580.65,100482.0,569.0,58344637.9,1060,2.0,20.0,0.35,3.51,-1.69,509.07,499.59,700.0,419.0
NABIL,2024-09-16,571.0,571.0,560.1,561.2,563.49,56485.0,571.0,31829007.5,655,-9.8,10.9,-1.72,1.95,-0.41,509.81,499.81,700.0,419.0
NABIL,2024-09-17,571.0,571.0,560.1,561.2,563.49,56485.0,571.0,31829007.5,655,-9.8,10.9,-1.72,1.95,-0.41,509.81,499.81,700.0,419.0
NABIL,2024-09-18,562.0,565.0,550.0,556.0,557.89,68886.0,561.2,38431118.4,809,-5.2,15.0,-0.93,2.73,-0.34,510.51,500.01,700.0,419.0
NABIL,2024-09-19,562.0,565.0,550.0,556.0,557.89,68886.0,561.2,38431118.4,809,-5.2,15.0,-0.93,2.73,-0.34,510.51,500.01,700.0,419.0
NABIL,2024-09-20,562.0,565.0,550.0,556.0,557.89,68886.0,561.2,38431118.4,809,-5.2,15.0,-0.93,2.73,-0.34,510.51,500.01,700.0,419.0
NABIL,2024-09-21,562.0,565.0,550.0,556.0,557.89,68886.0,561.2,38431118.4,809,-5.2,15.0,-0.93,2.73,-0.34,510.51,500.01,700.0,419.0
NABIL,2024-09-22,556.0,578.0,556.0,562.0,564.37,55026.0,556.0,31054968.7,645,6.0,22.0,1.08,3.96,-0.42,511.33,500.23,700.0,419.0
NABIL,2024-09-23,573.2,573.2,555.0,568.0,563.07,123568.0,562.0,69577465.0,831,6.0,18.2,1.07,3.28,0.87,512.22,500.53,700.0,419.0
